vin,make,model,trim,transmission,color,interior
2b3aa4ct2ah240468,DODGE,Charger,Base,,,
1ftfw1ev5ake43995,FORD,F-150,Styleside,,,
5y2sr67079z419625,PONTIAC,Vibe,GT,Automatic,,
wbahl83588dt12164,BMW,750i,,,,
wbavc57538nk78057,BMW,328i,,,,
1gyee637880158157,CADILLAC,SRX,,,,
1gyee637180101797,CADILLAC,SRX,,,,
2d8hn44h88r789061,DODGE,Caravan/Grand Caravan,SE,,,
2d8hn44h98r703997,DODGE,Caravan/Grand Caravan,SE,,,
2d8hn44h38r110796,DODGE,Caravan/Grand Caravan,SE,,,
2d8hn44h38r130983,DODGE,Caravan/Grand Caravan,SE,,,
1d8hb38n88f141133,DODGE,Durango,SXT,,,
3gnda33p67s549155,CHEVROLET,HHR,LT,Manual,,
3gnda23p17s623558,CHEVROLET,HHR,LT,Manual,,
3gnda23p17s626878,CHEVROLET,HHR,LT,Manual,,
3gnda13d47s624235,CHEVROLET,HHR,LS,Manual,,
1g1yy26u275107610,CHEVROLET,Corvette,,,,
3gnda13d97s588591,CHEVROLET,HHR,LS,Manual,,
3gnda23d77s544420,CHEVROLET,HHR,LT,Manual,,
1g1aj55f877286251,CHEVROLET,Cobalt,Base,,,
kl1jk65z77k553923,CHEVROLET,Optra,LT,,,
2fmda51677ba15226,FORD,Freestar,,,,
salsk25417a986582,LAND ROVER,Range Rover Sport,HSE Spec 3,Automatic,,
salme15477a251924,LAND ROVER,Range Rover,HSE Spec 1,Automatic,,
salmf134x7a256812,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
jm3er293570136629,MAZDA,CX-7,,,,
wdbrf52h07f907567,MERCEDES-BENZ,C-Class,,,,
jm1fe173970209717,MAZDA,RX-8,,,,
jm1cr293070151880,MAZDA,Mazda5,,,,
wdbrf52h87a947599,MERCEDES-BENZ,C-Class,,,,
wdbrf52h97e023715,MERCEDES-BENZ,C-Class,,,,
jm3er293170144744,MAZDA,CX-7,,,,
wdbrf52h07f925194,MERCEDES-BENZ,C-Class,,,,
wdbrf52h67f910876,MERCEDES-BENZ,C-Class,,,,
5tbbv54187s490049,TOYOTA,Tundra,SR5,,,
2t1kr32e87c655192,TOYOTA,Corolla Matrix,,,,
jh4kb16586c003858,ACURA,RL,,Automatic,,
5tbrv541x7s451705,TOYOTA,Tundra,SR5,,,
1g6dc67a160100792,CADILLAC,STS,V8,,,
1gyee63a960129629,CADILLAC,SRX,,,,
3gnda23d46s631013,CHEVROLET,HHR,LT,,,
1g1yy26u765132341,CHEVROLET,Corvette,,,,
3gnda23p06s593631,CHEVROLET,HHR,LT,,,
3gnda13d16s568219,CHEVROLET,HHR,LS,,,
kl1jk69z86k307875,CHEVROLET,Optra,LT,,,
2a8gf68426r629905,CHRYSLER,Pacifica,Touring,,,
2a4gm48476r606146,CHRYSLER,Pacifica,Base,,,
2a4gm68466r778213,CHRYSLER,Pacifica,Touring,,,
2a4gm68496r773409,CHRYSLER,Pacifica,Touring,,,
2a4gm68416r763182,CHRYSLER,Pacifica,Touring,,,
2a4gm68476r693509,CHRYSLER,Pacifica,Touring,,,
2a8gf684x6r657287,CHRYSLER,Pacifica,Touring,,,
2a8gf68436r677316,CHRYSLER,Pacifica,Touring,,,
1fdwe35l86da09476,FORD,E-350,,,,
2hkyf18766h500331,HONDA,Pilot,EX-L( with NAVI),Automatic,,
2hkyf18756h518772,HONDA,Pilot,EX-L( with NAVI),Automatic,,
2hkyf18566h543470,HONDA,Pilot,EX-L,Automatic,,
2hkyf18456h558484,HONDA,Pilot,EX,Automatic,,
2gtec13z761338571,GMC,Sierra,,,,
2hjyk16516h528104,HONDA,Ridgeline,,Automatic,,
1j4fa69s56p762393,JEEP,Wrangler,"Rubicon (U.S.) / ""TJ"" Rubicon (Canada)",,,
jtjbt20x160105855,LEXUS,GX,470,,,
1j4fa49s96p701696,JEEP,Wrangler,Sport/Unlimited,,,
salsf25446a928291,LAND ROVER,Range Rover Sport,HSE,Automatic,,
salsh23416a906276,LAND ROVER,Range Rover Sport,Supercharged,Automatic,,
jm1cr293460104804,MAZDA,Mazda5,,,,
jm1cr293960121453,MAZDA,Mazda5,,,,
wp0ca29926s756885,PORSCHE,911,Carrera (2WD)/Carrera 4 (4WD)/Carrera 4S (4WD),,,
1gyee63ax50100073,CADILLAC,SRX,,,,
1g6dc67a350199579,CADILLAC,STS,,,,
kl1jk59z55k164988,CHEVROLET,,,,,
2c8gf68425r649754,CHRYSLER,Pacifica,Touring,,,
1d4gp25r45b185990,DODGE,Caravan/Grand Caravan,"Base, C/V",,,
2c4gm48l55r556391,CHRYSLER,Pacifica,Base,,,
2c4gm48l05r555987,CHRYSLER,Pacifica,Base,,,
2c8gm68465r445996,CHRYSLER,Pacifica,Touring,,,
2c4gm68415r660381,CHRYSLER,Pacifica,Touring,,,
2d4fv48v55h536970,DODGE,Magnum,Base/SXT,,,
1fmzu73k75ub63449,FORD,Explorer,XLT,,,
5fnyf184x5b020053,HONDA,Pilot,EX,Automatic,,
2hkyf18425h501741,HONDA,Pilot,EX,Automatic,,
5fnyf18595b027908,HONDA,Pilot,EX-L,Automatic,,
1j4f449s65p364717,JEEP,Wrangler,Sport,,,
jtjbt20x150080972,LEXUS,GX,470,,,
jm1fe173650160845,MAZDA,RX-8,,,,
wvwad63b65e016951,VOLKSWAGEN,Passat,,,,
wvwad63b05p059007,VOLKSWAGEN,Passat,,,,
1gyde63a140120531,CADILLAC,SRX,,,,
1gyde63a740154022,CADILLAC,SRX,,,,
1gyee63a540191039,CADILLAC,SRX,,,,
1gyde637240130408,CADILLAC,SRX,,,,
2c8gm68414r628995,CHRYSLER,Pacifica,Touring,,,
2c8gf68434r635411,CHRYSLER,Pacifica,Touring,,,
2c8gm68494r348998,CHRYSLER,Pacifica,Touring,,,
1b3el36x34n146843,DODGE,Stratus,SE,,,
1fmyu92104ka20854,FORD,Escape,,,,
2hkyf18614h612815,HONDA,Pilot,EX-L( With RES),Automatic,,
2hkyf18624h543052,HONDA,Pilot,EX-L( With RES),Automatic,,
jtjbt20xx40037617,LEXUS,GX,470,,,
jtjbt20x940026379,LEXUS,GX,470,,,
jn1az34d24t162728,NISSAN,350Z,,,,
jf1sg63624h764856,SUBARU,Forester,2.5X,Automatic,,
2c4gp44373r138957,CHRYSLER,Town and Country,LX,,,
2d4gp24373r219772,DODGE,Caravan/Grand Caravan,,,,
1mefm50233a619671,MERCURY,Sable,,,,
jn1az34d13t108268,NISSAN,350Z,,,,
wv2kb47003h003021,VOLKSWAGEN,EuroVan,,,,
1c3el46rx2n318602,CHRYSLER,Sebring,LX,,,
1fmzu63k22ud19547,FORD,Explorer,XLT,,,
2c8gp44312r619672,CHRYSLER,Town and Country,LX,,,
2c8gp44392r620309,CHRYSLER,Town and Country,LX,,,
1b7gg22n8ys650547,DODGE,Dakota,Base,,,
2c4gj45g8yr679994,CHRYSLER,Voyager,SE FWD,,,
2fafp71w9yx180289,FORD,Crown Victoria,,,,
1gndm19w1yb136857,CHEVROLET,Astro Van,,,,
1fdre14l6yha42426,FORD,E-150,,,,
1gndm19w8yb187563,CHEVROLET,Astro Van,,,,
2g1fp22k8y2154765,CHEVROLET,Camaro,Sport,,,
1fmru15l0ylb59501,FORD,Expedition,,,,
1fafp5329yg192575,FORD,Taurus,,,,
1fmzu64p5yza85054,FORD,Explorer,Eddie Bauer,,,
1ftrx18l7yna96070,FORD,F-150,,,,
1ftrx18l2ynb62508,FORD,F-150,,,,
2hkrl1851yh586369,HONDA,Odyssey,LX,Automatic,,
2hkrl1858yh532261,HONDA,Odyssey,LX,Automatic,,
2hkrl1854yh621311,HONDA,Odyssey,LX,Automatic,,
2hkrl1869yh582627,HONDA,Odyssey,EX,Automatic,,
2hkrl1866yh550556,HONDA,Odyssey,EX,Automatic,,
jf1sf6351yh714966,SUBARU,Forester,L,Automatic,,
4t3zf13c6yu252862,TOYOTA,Sienna,LE/XLE,,,
1j4gw68n8xc532194,JEEP,Grand Cherokee,Limited,,,
1b4hs28y2wf102941,DODGE,Durango,Base,,,
1fmpu18l8wlc11053,FORD,Expedition,,,,
2b4gp45g5wr620541,DODGE,Caravan/Grand Caravan,SE/Sport,,,
1fmpu18lxwlb43502,FORD,Expedition,,,,
1ftex18l6vnc51637,FORD,F-150,Styleside,,,
4n2dn1114vd832146,NISSAN,Quest,,,,
1fmdu32p7tzb03879,FORD,Explorer,XL,,,
2gcec19k4r1308815,CHEVROLET,GMT-400,,,,
1gcdc14k4lz102704,CHEVROLET,GMT-400,,,,
1gcdk14k0me116272,CHEVROLET,GMT-400,,,,
3c4pddfg5et125195,DODGE,Journey,R/T,,,
3c4pddfg9et147295,DODGE,Journey,R/T,,,
3c4pddfg4et120957,DODGE,Journey,R/T,,,
3c4pddfg8et148017,DODGE,Journey,R/T,,,
waujgafc3cn088523,AUDI,A6,,Automatic,,
wbakc8c52cc435902,BMW,750Lxi,xDrive LWB,,,
4a32b2ff2ce017834,MITSUBISHI,Galant,,,,
4a32b2ff0ce017153,MITSUBISHI,Galant,,,,
4a32b2ff5be022282,MITSUBISHI,Galant,,,,
5yfbu4ee5bp001193,TOYOTA,Corolla,,,,
1ftne1ew7ada49362,FORD,E-150,,,,
wbahl83528dt14069,BMW,750i,,,,
1gbfg154481213776,CHEVROLET,Express,,,,
jtjbt20x170132751,LEXUS,GX,470,,,
salmf13437a242265,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
jm3er29l970103326,MAZDA,CX-7,,,,
jm3er293070153158,MAZDA,CX-7,,,,
jf1sg63687h704181,SUBARU,Forester,2.5X,Automatic,,
2t1kr32e57c677554,TOYOTA,Corolla Matrix,,,,
2t1kr32e77c682061,TOYOTA,Corolla Matrix,,,,
1g1yy26e165118962,CHEVROLET,Corvette,,,,
2a8gm48466r838090,CHRYSLER,Pacifica,Base,,,
2d4fv47v56h235134,DODGE,Magnum,Base/SXT,,,
1fdnf21596ed27448,FORD,F-250,,,,
2hkyf18556h532105,HONDA,Pilot,EX-L,Automatic,,
1j4fa29s66p738306,JEEP,Wrangler,SE,,,
jtjbt20x060113977,LEXUS,GX,470,,,
1g1yy24u255103539,CHEVROLET,Corvette,,,,
jf1sg63615h745586,SUBARU,Forester,2.5X,Automatic,,
jtjbt20x940066641,LEXUS,GX,470,,,
jtjht00wx43541783,LEXUS,LX,470,,,
1g1yy22g435106338,CHEVROLET,Corvette,,,,
2c4gp34382r691562,CHRYSLER,Town and Country,EL,,,
1c4gj453x2b731175,CHRYSLER,Voyager,SE,,,
1j4gw48n3yc380041,JEEP,Grand Cherokee,Laredo,,,
4t3zf13c1yu304740,TOYOTA,Sienna,LE/XLE,,,
1j4fy49s9xp452572,JEEP,Wrangler,Sahara/TJ,,,
1j4fy29p0vp438380,JEEP,Wrangler,SE/TJ,,,
1g3aj55m9t6407634,OLDSMOBILE,Cutlass Ciera,SL,,,
wdbca35d1ga264760,MERCEDES-BENZ,420,,,,
wdbea30d0ha434348,MERCEDES-BENZ,300,,,,
wdbba48d8ja080758,MERCEDES-BENZ,560,,,,
jf1va2p62f9809986,SUBARU,WRX,STI+Keyless Access+H/K(Harman Kardon) & NAVI,Manual,,
2g4gv5ek6e9315773,BUICK,Regal,Fleet,,,
4a32b2ff9ce016714,MITSUBISHI,Galant,,,,
4a32b2ff7ce025198,MITSUBISHI,Galant,,,,
4a32b2ff0ce019551,MITSUBISHI,Galant,,,,
4a32b2ffxce022103,MITSUBISHI,Galant,,,,
4a32b2ff3ce024341,MITSUBISHI,Galant,,,,
4a32b2ff2ce015985,MITSUBISHI,Galant,,,,
4a32b2ff3ce011511,MITSUBISHI,Galant,,,,
4a32b2ff1ce019543,MITSUBISHI,Galant,,,,
wbakb8c50bcy66093,BMW,750Li,,,,
wbakb8c54bc447860,BMW,750Li,,,,
1gbgsbfe7b8137405,CHEVROLET,Colorado,Work Truck,,,
1c3bc8fg9bn567210,CHRYSLER,200,S / S Convertible,,,
4a4jn2as9be036155,MITSUBISHI,Endeavor,,,,
5yfbu4ee4bp002500,TOYOTA,Corolla,,,,
5yfbu4ee9bp002539,TOYOTA,Corolla,,,,
2d4cn1ae3ar435698,DODGE,Grand Caravan,C/V,,,
1g1ze5e05af139384,CHEVROLET,Malibu,LTZ,,,
1c3cc4fdxan177668,CHRYSLER,Sebring,LX,,,
1g1zd5e04af272088,CHEVROLET,Malibu,2LT,,,
1ftne2el5ada54023,FORD,E-250,,,,
4a32b2ff2ae009598,MITSUBISHI,Galant,,,,
1gbhg39c291143685,CHEVROLET,Express,,,,
1gbdv13w28d141041,CHEVROLET,Uplander,APV Cargo/Mobility,,,
2d8hn44hx8r813506,DODGE,Caravan/Grand Caravan,SE,,,
js2yc412885102085,SUZUKI,SX4,Sedan Base (US)/Sedan Popular Pkg (US)/Sedan Base (Canada),,,
3gnda23d87s604706,CHEVROLET,HHR,LT,Manual,,
salsk25437a117112,LAND ROVER,Range Rover Sport,HSE Spec 3,Automatic,,
jtjbt20xx70127788,LEXUS,GX,470,,,
wdbrf52h47f847342,MERCEDES-BENZ,C-Class,,,,
jm3er293570106479,MAZDA,CX-7,,,,
wdbrf52h07f931559,MERCEDES-BENZ,C-Class,,,,
1lnhm82v17y608342,LINCOLN,Town Car,,,,
jf1sg67667h702262,SUBARU,Forester,L.L.Bean,Automatic,,
5tfrv54107x015513,TOYOTA,Tundra,SR5,,,
2t1kr32e27c668116,TOYOTA,Corolla Matrix,,,,
5tfrv54147x014123,TOYOTA,Tundra,SR5,,,
3gnda23dx6s610182,CHEVROLET,HHR,LT,,,
3gnda13d26s675800,CHEVROLET,HHR,LS,,,
2a4gf684x6r640698,CHRYSLER,Pacifica,Touring,,,
2d4fv47v66h443636,DODGE,Magnum,Base/SXT,,,
2hkyf186x6h535834,HONDA,Pilot,EX-L( With RES),Automatic,,
salsf25406a970084,LAND ROVER,Range Rover Sport,HSE,Automatic,,
salme15486a201158,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
1j4fa44sx6p774972,JEEP,Wrangler,Sport/Unlimited,,,
salsf25496a900468,LAND ROVER,Range Rover Sport,HSE,Automatic,,
jtjbt20x560116003,LEXUS,GX,470,,,
1j4fa29176p781740,JEEP,Wrangler,SE,,,
jtjht00wx64005946,LEXUS,LX,470,,,
salmf13496a235125,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
jf1sg69676h755595,SUBARU,Forester,2.5XT,Automatic,,
1gyec63t65r113129,CADILLAC,Escalade,Luxury,,,
1g6dc67a550178653,CADILLAC,STS,,,,
1gbfg15t151155256,CHEVROLET,Express,,,,
2c8gf68435r502262,CHRYSLER,Pacifica,Touring,,,
2c4gm684x5r445369,CHRYSLER,Pacifica,Touring,,,
2c4gm68455r549963,CHRYSLER,Pacifica,Touring,,,
2c4gm68425r386673,CHRYSLER,Pacifica,Touring,,,
2c4gm68405r350657,CHRYSLER,Pacifica,Touring,,,
2c8gm48l15r555382,CHRYSLER,Pacifica,Base,,,
2c8gf68445r359774,CHRYSLER,Pacifica,Touring,,,
2c4gm684x5r451592,CHRYSLER,Pacifica,Touring,,,
1fdwf305x5eb86416,FORD,F-350,,,,
1fmzu72kx5za77251,FORD,Explorer,XLS,,,
1fmzu64k75ua93203,FORD,Explorer,Eddie Bauer,,,
2hkyf18775h541128,HONDA,Pilot,EX-L,Automatic,,
5fnyf18445b051699,HONDA,Pilot,EX,Automatic,,
jtjht00w553552322,LEXUS,LX,470,,,
jtjbt20x750075646,LEXUS,GX,470,,,
jtjbt20x650080319,LEXUS,GX,470,,,
jtjht00wx54002883,LEXUS,LX,470,,,
4m2zu86e55uj07942,MERCURY,Mountaineer,,,,
4f2cz96195km04286,MAZDA,Tribute,,,,
jf1sg69655h744240,SUBARU,Forester,2.5XT,Automatic,,
wvwad63b05e080743,VOLKSWAGEN,Passat,,,,
wvwad63b65p031535,VOLKSWAGEN,Passat,,,,
1gyee63a740175571,CADILLAC,SRX,,,,
2c8gf68484r549267,CHRYSLER,Pacifica,Touring,,,
2c8gf68404r286854,CHRYSLER,Pacifica,Touring,,,
1gbhc24u04e239757,CHEVROLET,Silverado,,,,
1fmzu73e94ub47343,FORD,Explorer,XLT,,,
5fnyf18474b011017,HONDA,Pilot,EX,Automatic,,
2hkyf18574h560100,HONDA,Pilot,EX-L,Automatic,,
jtjbt20x040036847,LEXUS,GX,470,,,
jm1fe17n340121940,MAZDA,RX-8,,,,
jtjbt20x040027811,LEXUS,GX,470,,,
jm1fe173440116566,MAZDA,RX-8,,,,
jn1az34d04t152506,NISSAN,350Z,,,,
jf1sg636x4h740238,SUBARU,Forester,2.5X,Automatic,,
1d4gp44383b305991,DODGE,Caravan/Grand Caravan,Sport,,,
1d4gp24323b231066,DODGE,Caravan/Grand Caravan,,,,
1fafp34z63w292132,FORD,Focus,SE,,,
jtjbt20x130016928,LEXUS,GX,470,,,
jtjbt20xx30018466,LEXUS,GX,470,,,
wdbpj74j43a038349,MERCEDES-BENZ,CL-Class,AMG,,,
wp0ca29983s653238,PORSCHE,911,"Cabriolet (2WD), Cabriolet 4 (4WD)",,,
km8sc83d51u062108,HYUNDAI,Santa Fe,,,,
km8sc83d41u127885,HYUNDAI,Santa Fe,,,,
km8sc83d31u056355,HYUNDAI,Santa Fe,,,,
1ftne24l4yhb23370,FORD,E-250,,,,
2ftrx18l3yca63881,FORD,F-150,,,,
2fmza5247ybb31319,FORD,Windstar,,,,
4n2xn11t2yd803568,NISSAN,Quest,,,,
4t3zf13c3yu229622,TOYOTA,Sienna,LE/XLE,,,
1c4gp54l3wb676273,CHRYSLER,Town and Country,Base/LX/SX,,,
3vwbf61c9wm010080,VOLKSWAGEN,Beetle,,,,
4t3zf13c3wu078858,TOYOTA,Sienna,LE/XLE,,,
2b4fp2535tr762929,DODGE,Caravan/Grand Caravan,Base,,,
1b4gp44r1vb364317,DODGE,Caravan/Grand Caravan,SE/Sport,,,
3vwf17at8em634456,VOLKSWAGEN,Beetle,,Automatic,,
1gb3g3bg4e1160148,CHEVROLET,Express,,,,
wauwgafc8cn045320,AUDI,A7,,Automatic,,
waujgafc1cn085958,AUDI,A6,,Automatic,,
waujgafc2cn090246,AUDI,A6,,Automatic,,
wbakb8c51cc964051,BMW,750Li,LWB,,,
wbakb8c54cc965033,BMW,750Li,LWB,,,
wbaka8c57cds99766,BMW,750i,750i SWB,,,
wbaka8c53cdx01217,BMW,750i,750i SWB,,,
wbakb8c51cc964860,BMW,750Li,LWB,,,
wbakb8c56cc448042,BMW,750Li,LWB,,,
wbakb8c58cc964127,BMW,750Li,LWB,,,
wbakb8c59cc964850,BMW,750Li,LWB,,,
wbakb8c56cc448025,BMW,750Li,LWB,,,
3gnal3ek3fs509807,CHEVROLET,Captiva Sport,1LT,,,
wbakb8c55cc964926,BMW,750Li,LWB,,,
wbakb8c52cc964897,BMW,750Li,LWB,,,
wbakc8c55cc437496,BMW,750Lxi,xDrive LWB,,,
wbaka8c59cc447048,BMW,750i,750i SWB,,,
wbakc8c55cc436087,BMW,750Lxi,xDrive LWB,,,
wbakc8c52cc435723,BMW,750Lxi,xDrive LWB,,,
wbakc6c53cc396323,BMW,750xi,750xi xDrive SWB,,,
wbakb8c50cc964154,BMW,750Li,LWB,,,
wbakb8c59cc965061,BMW,750Li,LWB,,,
4a32b2ff7ce022270,MITSUBISHI,Galant,,,,
4a32b2ff2ce020507,MITSUBISHI,Galant,,,,
4a32b2ff1ce024788,MITSUBISHI,Galant,,,,
4a32b2ff5ce025121,MITSUBISHI,Galant,,,,
2lnbl8ev9bx757689,LINCOLN,Town Car,,,,
2lnbl8ev9bx757529,LINCOLN,Town Car,,,,
4a4jn2as4be025872,MITSUBISHI,Endeavor,,,,
1fdss3el3ada90337,FORD,E-350,,,,
1ftfw1ev4aka83862,FORD,F-150,Styleside,,,
knahg8c84a7304078,KIA,Rondo,,,,
5y2sr67039z408184,PONTIAC,Vibe,GT,Automatic,,
2d8hn44hx8r663610,DODGE,Caravan/Grand Caravan,SE,,,
wbahl83537dt09011,BMW,750i,,,,
1g6dc67a970179369,CADILLAC,STS,V8,,,
1g1yy26u575115443,CHEVROLET,Corvette,,,,
1g1yy26e475117449,CHEVROLET,Corvette,,,,
salae25477a421062,LAND ROVER,LR3,V6/V8 SE,Automatic,,
jm1bk34l471690767,MAZDA,Mazda3,,,,
2a4gm68486r736318,CHRYSLER,Pacifica,Touring,,,
2a4gf48436r837295,CHRYSLER,Pacifica,Base,,,
2a4gm68416r863556,CHRYSLER,Pacifica,Touring,,,
1fdwe35l26da10400,FORD,E-350,,,,
1fdwe35l26da09540,FORD,E-350,,,,
1fdwe35l36da09367,FORD,E-350,,,,
2gtek13zx61327986,GMC,Sierra,,,,
1gdgg31v461903952,GMC,Savana,,,,
salsf25416a977240,LAND ROVER,Range Rover Sport,HSE,Automatic,,
salmf15426a213593,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
1gbhc24u65e307920,CHEVROLET,Silverado,,,,
2d4fv48v35h153335,DODGE,Magnum,Base/SXT,,,
salag25435a317756,LAND ROVER,LR3,HSE7,Automatic,,
1gyde63a940115593,CADILLAC,SRX,,,,
2c8gf68414r364560,CHRYSLER,Pacifica,Touring,,,
2fafp71w44x139109,FORD,Crown Victoria,,,,
jtjbt20x540040568,LEXUS,GX,470,,,
jm1fe173740122877,MAZDA,RX-8,,,,
1fmzu73k52zc82986,FORD,Explorer,XLT,,,
km8sc83d71u111616,HYUNDAI,Santa Fe,,,,
1ftzr15x2yta13366,FORD,Ranger,,,,
2fmza5240ybc68439,FORD,Windstar,,,,
jm3lw28g5y0122123,MAZDA,MPV,,,,
1j4gw58n6yc318526,JEEP,Grand Cherokee,Limited,,,
2g1wn52k9w9283884,CHEVROLET,Lumina,LTZ,,,
2lmhj5nk8ebl54930,LINCOLN,MKT,,,,
2c4rvadg8er135374,VOLKSWAGEN,Routan,SEL,,,
wbaka8c50ccy37455,BMW,750i,750i SWB,,,
4a32b2ff0ce019260,MITSUBISHI,Galant,,,,
4a32b2ff0ce017203,MITSUBISHI,Galant,,,,
4a32b2ff0ce022255,MITSUBISHI,Galant,,,,
4a32b2ff3ce019236,MITSUBISHI,Galant,,,,
4a32b2ff7ce018705,MITSUBISHI,Galant,,,,
4a32b2ff9ce019189,MITSUBISHI,Galant,,,,
2fabp7bv0bx169399,FORD,Crown Victoria,,,,
1fd7x2a65bec36248,FORD,F-250,,,,
knadh4b33b6751258,KIA,Rio,,,,
waukfafl0an003173,AUDI,A4,,Automatic,,
1gcpkre08az179035,CHEVROLET,Silverado,LS,,,
1g1zd5e04af325775,CHEVROLET,Malibu,2LT,,,
1fdss3el9ada76233,FORD,E-350,,,,
1ftne1ew9ada48021,FORD,E-150,,,,
1ftne2el1ada65441,FORD,E-250,,,,
1ftne2el7ada65444,FORD,E-250,,,,
1fdsx2ar2aea19954,FORD,F-250,,,,
1ftfw1ev2ake19721,FORD,F-150,Styleside,,,
2fabp7bv4ax107048,FORD,Crown Victoria,,,,
2fabp7bvxax121634,FORD,Crown Victoria,,,,
knahg8c9xa7308905,KIA,Rondo,,,,
2lnbl8ev0ax752749,LINCOLN,Town Car,Livery,,,
1g2za5ebxa4151616,PONTIAC,G6,,,,
3gtek13209g161265,GMC,Sierra,SL,,,
5y2sr67009z408188,PONTIAC,Vibe,GT,Automatic,,
wbahl83558dt11537,BMW,750i,,,,
1gbjg31k281211552,CHEVROLET,Express,,,,
1gbdv131x8d210319,CHEVROLET,Uplander,APV Cargo/Mobility,,,
wbahl83557dt11102,BMW,750i,,,,
1g6dc67a170192584,CADILLAC,STS,V8,,,
1gbjc34d57e171712,CHEVROLET,Silverado,LTZ,,,
3gnda13d67s582697,CHEVROLET,HHR,LS,Manual,,
2g1ws55r779344054,CHEVROLET,Impala,Police,,,
1gbhc29k57e569339,CHEVROLET,Silverado,LT,,,
3gnda13d17s526134,CHEVROLET,HHR,LS,Manual,,
3gnda23d67s572547,CHEVROLET,HHR,LT,Manual,,
1ftrx14w77fb28671,FORD,F-150,Styleside,,,
jm1bk34l671683707,MAZDA,Mazda3,,,,
jtjbt20x370132542,LEXUS,GX,470,,,
wdbrf52hx7f841772,MERCEDES-BENZ,C-Class,,,,
jm1fe173470212685,MAZDA,RX-8,,,,
jm3er293970144684,MAZDA,CX-7,,,,
jm1fe173770212082,MAZDA,RX-8,,,,
wdbrf52hx7e027501,MERCEDES-BENZ,C-Class,,,,
wdbrf52h87f846369,MERCEDES-BENZ,C-Class,,,,
jn1bz34e17m551971,NISSAN,350Z,,,,
jf1sg63677h720887,SUBARU,Forester,2.5X,Automatic,,
5tbbt54117s456007,TOYOTA,Tundra,SR5,,,
2t1kr32e17c645104,TOYOTA,Corolla Matrix,,,,
5tbbv541x7s486231,TOYOTA,Tundra,SR5,,,
5tfbv58107x016107,TOYOTA,Tundra,Limited,,,
2gcek13z161342411,CHEVROLET,Silverado,,,,
2g1ws551269430137,CHEVROLET,Impala,Police,,,
3gnda13d76s670107,CHEVROLET,HHR,LS,,,
1g1aj55f967851881,CHEVROLET,Cobalt,Base,,,
2a8gf68486r645431,CHRYSLER,Pacifica,Touring,,,
2a4gm684x6r614091,CHRYSLER,Pacifica,Touring,,,
2c3la73w96h338704,CHRYSLER,300C,SRT8,,,
wdypd744x65871254,FREIGHTLINER,Sprinter,,,,
2d4fv47v96h148465,DODGE,Magnum,Base/SXT,,,
2fahp71w96x123774,FORD,Crown Victoria,,,,
2hkyf18526h549749,HONDA,Pilot,EX-L,Automatic,,
2hkyf18706h518839,HONDA,Pilot,EX-L( with NAVI),Automatic,,
1j4fa39s16p748098,JEEP,Wrangler,X,,,
1j4fa69s76p723790,JEEP,Wrangler,"Rubicon (U.S.) / ""TJ"" Rubicon (Canada)",,,
1j4fa39s66p734956,JEEP,Wrangler,X,,,
jtjbt20x660122201,LEXUS,GX,470,,,
jtjbt20x560118270,LEXUS,GX,470,,,
salme15436a218739,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
jn1az34d56m304132,NISSAN,350Z,,,,
jn1az34d66m306150,NISSAN,350Z,,,,
1g6dc67a050235292,CADILLAC,STS,,,,
1gyee637750140373,CADILLAC,SRX,,,,
1gyee63a450127253,CADILLAC,SRX,,,,
1gyee637550170777,CADILLAC,SRX,,,,
5gads13s352223998,BUICK,Rainier,,,,
2c8gf68435r568584,CHRYSLER,Pacifica,Touring,,,
2c8gm68455r670667,CHRYSLER,Pacifica,Touring,,,
2c8gm48l55r436847,CHRYSLER,Pacifica,Base,,,
2c8gf68445r418760,CHRYSLER,Pacifica,Touring,,,
2c4gm48l25r245825,CHRYSLER,Pacifica,Base,,,
2d4fv48v55h178043,DODGE,Magnum,Base/SXT,,,
2d4fv48vx5h589745,DODGE,Magnum,Base/SXT,,,
1fmzu72k45ua90168,FORD,Explorer,XLS,,,
1fmzu72kx5ub43469,FORD,Explorer,XLS,,,
1fmzu73k75ua55798,FORD,Explorer,XLT,,,
1fmzu64k45ub17215,FORD,Explorer,Eddie Bauer,,,
2c4rdgdg2er204694,DODGE,Grand Caravan,Crew,,,
5fnyf18455b017187,HONDA,Pilot,EX,Automatic,,
jn1az34e55m652889,NISSAN,350Z,,,,
wvwad63b15p037405,VOLKSWAGEN,Passat,,,,
1gyee63a440144150,CADILLAC,SRX,,,,
2c8gm68434r326544,CHRYSLER,Pacifica,Touring,,,
2c8gf68434r566185,CHRYSLER,Pacifica,Touring,,,
2c8gf68424r301936,CHRYSLER,Pacifica,Touring,,,
1fmyu93174ka40985,FORD,Escape,,,,
2fafp71w04x167733,FORD,Crown Victoria,,,,
km8sb73e44u621562,HYUNDAI,Santa Fe,,,,
